,VendorNumber,VendorName,Brand,Description,ActualPrice,PurchasePrice,SalesPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollar,TotalExciseTax,GrossProfit,ProfitMargin,StockTurnover,SalesPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
6335,4425,MARTIGNETTI COMPANIES,43134,Two Hands Bella Gardn Shiraz,69.99,46.05,69.99,750,13,598.65,72.0,5039.28,7.96,4440.63,88.12032671334,5.538461538461538,8.417739914808319,46.05,Small,-2716.95
6336,10754,PERFECTA WINES,12052,Firesteed Rsl,13.99,8.55,16.99,750,70,598.5,69.0,1088.31,7.63,489.80999999999995,45.00647793367698,0.9857142857142858,1.8183959899749373,8.55,Small,8.55
6337,1392,CONSTELLATION BRANDS INC,40246,R Mondavi Pvt Sel Cab Svgn,5.49,3.56,5.49,375,168,598.0799999999999,158.0,867.42,8.93,269.34000000000003,31.05070208203639,0.9404761904761905,1.450341091492777,3.5599999999999996,Medium,35.6
6338,2000,SOUTHERN WINE & SPIRITS NE,23323,Alter Ego de Palmer Mrgx 11,82.99,54.24,82.99,750,11,596.64,27.0,2240.73,3.03,1644.0900000000001,73.37296327536116,2.4545454545454546,3.755581255028158,54.24,Small,-867.84
6339,90010,VINEXTRA INC,22367,Ch Massiac Viognier,16.99,9.93,14.99,750,60,595.8,51.0,764.49,5.71,168.69000000000005,22.065690852725353,0.85,1.2831319234642498,9.93,Small,89.37
6340,4425,MARTIGNETTI COMPANIES,25017,Ch Tertre de Viaud C d Bourg,11.99,8.16,11.99,750,73,595.6800000000001,237.0,2841.63,26.31,2245.95,79.03738347356973,3.2465753424657535,4.770396857373086,8.16,Small,-1338.24
6341,10754,PERFECTA WINES,19576,Quinta do Casal Monteiro,11.99,8.27,11.99,750,72,595.4399999999999,50.0,599.5,5.62,4.060000000000059,0.6772310258548889,0.6944444444444444,1.0068184871691523,8.27,Small,181.94
6342,9552,M S WALKER INC,36572,Matanzas Creek Merlot Sonoma,27.99,14.52,21.49,750,41,595.3199999999999,47.0,1188.53,5.26,593.21,49.91123488679293,1.146341463414634,1.996455687697373,14.519999999999998,Small,-87.12
6343,9165,ULTRA BEVERAGE COMPANY LLP,25187,Ch Bruni Brdx Superieur,12.99,7.53,12.99,750,79,594.87,481.0,5462.1900000000005,53.29,4867.320000000001,89.10931329741368,6.0886075949367084,9.182157446164709,7.53,Small,-3027.06
6344,4425,MARTIGNETTI COMPANIES,12390,Volpe Rossa Pnt Grigio,5.99,3.86,5.99,750,154,594.44,137.0,820.63,15.38,226.18999999999994,27.562969913359243,0.8896103896103896,1.3805093869860707,3.8600000000000003,Medium,65.62
6345,9552,M S WALKER INC,19566,Contratto 08 Milesimato Brut,29.99,14.14,21.49,750,42,593.88,138.0,2965.62,15.34,2371.74,79.97450786007647,3.2857142857142856,4.993635077793494,14.14,Small,-1357.44
6346,4692,KOBRAND CORPORATION,25293,Croft Reserve Tawny,19.99,12.9,19.99,750,46,593.4000000000001,36.0,719.64,3.99,126.2399999999999,17.542104385526084,0.782608695652174,1.2127401415571282,12.900000000000002,Small,129.0
6347,7239,REMY COINTREAU USA INC,1874,Bruichladdich Octomore 61,109.99,84.61,109.99,750,7,592.27,69.0,7589.3099999999995,54.43,6997.039999999999,92.19599673751631,9.857142857142858,12.81393621152515,84.61,Small,-5245.82
6348,90017,THE IMPORTED GRAPE LLC,20952,Bouza Temp Tannat,24.99,16.44,24.99,750,36,591.84,28.0,699.72,3.14,107.88,15.417595609672437,0.7777777777777778,1.1822789943227898,16.44,Small,131.52
6349,90024,VINILANDIA USA,18131,Tortoise Creek Chard,11.99,8.21,11.99,750,72,591.12,57.0,696.43,6.37,105.30999999999995,15.121404879169473,0.7916666666666666,1.1781533360400596,8.21,Small,123.15
6350,4425,MARTIGNETTI COMPANIES,1267,Fitch's Goat 100% Corn Whsky,29.99,21.89,29.99,750,27,591.03,72.0,2159.2799999999997,56.800000000000004,1568.2499999999998,72.62837612537513,2.6666666666666665,3.653418608192477,21.89,Small,-985.0500000000001
6351,9552,M S WALKER INC,21078,Justin Obtuse,9.99,6.49,10.99,375,91,590.5899999999999,91.0,1054.09,5.16,463.5,43.97157737954065,1.0,1.7848084119270562,6.489999999999999,Medium,0.0
6352,9165,ULTRA BEVERAGE COMPANY LLP,19003,Lange Pnt Gris Willamette,15.99,10.32,16.99,750,57,588.24,56.0,940.4399999999999,6.260000000000001,352.19999999999993,37.45055505933392,0.9824561403508771,1.598735210118319,10.32,Small,10.32
6353,4692,KOBRAND CORPORATION,20265,Louis Jadot Nuits St Geo 11,74.99,49.01,74.99,750,12,588.12,12.0,899.88,1.35,311.76,34.64461928257101,1.0,1.530095898796164,49.01,Small,0.0
6354,9165,ULTRA BEVERAGE COMPANY LLP,26520,Albert I Noya Xarello Clsc,5.49,3.54,5.49,750,166,587.64,166.0,911.3399999999999,18.57,323.69999999999993,35.5191256830601,1.0,1.5508474576271185,3.54,Medium,0.0
6355,9552,M S WALKER INC,20770,Chehalem Pnt Nr Three Vyd,29.99,14.33,21.49,750,41,587.53,152.0,3266.48,16.88,2678.95,82.013359947099,3.707317073170732,5.559682058788487,14.33,Small,-1590.63
6356,90047,CRUSH WINES,22168,Tangent Pnt Gris,10.99,7.43,10.99,750,79,586.97,230.0,2527.7,25.64,1940.7299999999998,76.77849428334058,2.911392405063291,4.306352965228205,7.430000000000001,Small,-1121.93
6357,4425,MARTIGNETTI COMPANIES,44302,Yellow Tail Pnt Nr,7.99,5.47,7.99,750,107,585.29,109.0,870.91,12.1,285.62,32.79558163300456,1.0186915887850467,1.487997402996805,5.47,Medium,-10.94
6358,7749,R.P.IMPORTS INC,16399,Shane Judge Vyd Syrah Bennet,42.99,29.24,42.99,750,20,584.8,25.0,1074.75,2.8000000000000003,489.95000000000005,45.58734589439405,1.25,1.83780779753762,29.24,Small,-146.2
6359,17035,PERNOD RICARD USA,41778,Stoneleigh Pnt Nr Marlboro,13.99,6.7,9.99,750,87,582.9000000000001,137.0,1386.63,15.280000000000001,803.73,57.96283074792843,1.5747126436781609,2.378847143592383,6.700000000000001,Medium,-335.0
6360,7153,PINE STATE TRADING CO,25360,Honig Cab Svgn,79.99,52.97,79.99,1500,11,582.6700000000001,10.0,799.9,2.2,217.2299999999999,27.157144643080372,0.9090909090909091,1.3728182333053012,52.970000000000006,Small,52.97
6361,653,STATE WINE & SPIRITS,20119,Love Oregon Pnt Nr,16.99,11.18,16.99,750,52,581.36,39.0,659.61,4.34,78.25,11.863070602325616,0.75,1.134598183569561,11.18,Small,145.34
6362,9552,M S WALKER INC,19559,Cardinale Cab Svgn Napa Vly,224.99,145.15,224.99,750,4,580.6,5.0,1124.95,0.56,544.35,48.38881728076803,1.25,1.9375645883568722,145.15,Small,-145.15
6363,9552,M S WALKER INC,24222,Louis de Grenelle Rose,14.99,9.67,14.99,750,60,580.2,49.0,734.51,5.48,154.30999999999995,21.008563532150678,0.8166666666666667,1.2659600137883487,9.67,Small,106.37
6364,9552,M S WALKER INC,12690,Gramona Imperial Cava Gr Rsv,28.99,19.33,28.99,750,30,579.9,27.0,782.73,3.04,202.83000000000004,25.913150128396772,0.9,1.3497672012415936,19.33,Small,57.989999999999995
6365,7239,REMY COINTREAU USA INC,4574,Remy Martin VS Cognac,31.99,25.19,31.99,750,23,579.37,76.0,2431.24,59.92,1851.87,76.16977344893964,3.3043478260869565,4.196351209071922,25.19,Small,-1335.0700000000002
6366,2000,SOUTHERN WINE & SPIRITS NE,23493,Ch Bouscaut Rouge 11 GCG,34.99,24.13,34.99,750,24,579.12,46.0,1609.54,5.12,1030.42,64.01953353131951,1.9166666666666667,2.779285812957591,24.13,Small,-530.86
6367,10754,PERFECTA WINES,5126,Marzadro Le Diciotto Lune,54.99,41.35,54.99,750,14,578.9,76.0,4179.24,59.97,3600.3399999999997,86.14819919411184,5.428571428571429,7.219277940922439,41.35,Small,-2563.7000000000003
6368,9165,ULTRA BEVERAGE COMPANY LLP,25789,Ch Pitot Brdx,11.99,6.89,9.99,750,84,578.76,525.0,5290.75,58.04,4711.99,89.06090818882011,6.25,9.14152671228143,6.89,Small,-3038.49
6369,90047,CRUSH WINES,23843,Kistler Hyde Chard,72.99,48.02,72.99,750,12,576.24,12.0,875.88,1.35,299.64,34.210165776133714,1.0,1.5199916701374427,48.02,Small,0.0
6370,3252,E & J GALLO WINERY,19374,The Naked Grape Cab Svgn,17.99,11.99,15.99,3000,48,575.52,36.0,575.64,16.2,0.12000000000000455,0.020846362309777735,0.75,1.000208507089241,11.99,Small,143.88
6371,8673,STE MICHELLE WINE ESTATES,21385,Ch Ste Michelle Cold Crk Cha,17.99,11.99,21.99,750,48,575.52,90.0,1766.1,9.98,1190.58,67.41294377441821,1.875,3.0687030859049207,11.99,Small,-503.58
6372,9165,ULTRA BEVERAGE COMPANY LLP,19251,Bonterra Pnt Nr,11.99,7.99,16.99,750,72,575.28,69.0,1075.31,7.71,500.03,46.50100901135487,0.9583333333333334,1.8691941315533305,7.989999999999999,Small,23.97
6373,4425,MARTIGNETTI COMPANIES,19071,J Lohr Valdiguie Monterey,8.99,5.99,8.99,750,96,575.04,87.0,782.13,9.780000000000001,207.09000000000003,26.47769552376204,0.90625,1.360131469115192,5.989999999999999,Medium,53.910000000000004
6374,90011,FORTUNE WINE BROKERS LLC,40755,D Bosler Pnt Nr Casablanca,14.99,9.58,14.99,750,60,574.8,57.0,854.43,6.4,279.63,32.7270812120361,0.95,1.486482254697286,9.58,Small,28.740000000000002
6375,8320,SHAW ROSS INT L IMP LTD,22279,Cruz Garcia Real Sangria Rd,6.49,4.45,6.49,750,129,574.05,113.0,733.37,12.44,159.32000000000005,21.724368327038203,0.875968992248062,1.2775367999303198,4.449999999999999,Medium,71.2
6376,4425,MARTIGNETTI COMPANIES,2710,Bitch Vodka,21.99,15.93,21.99,750,36,573.48,43.0,945.5699999999999,33.92,372.0899999999999,39.3508677305752,1.1944444444444444,1.648828206737811,15.93,Small,-111.50999999999999
6377,9744,FREDERICK WILDMAN & SONS,26826,Pellegrino Marsala Sweet,11.99,7.74,11.99,750,74,572.76,55.0,659.45,6.140000000000001,86.69000000000005,13.145803320949284,0.7432432432432432,1.1513548432153085,7.74,Small,147.06
6378,10754,PERFECTA WINES,21504,Ponte Vinho Verde,9.99,6.8,9.99,750,84,571.1999999999999,72.0,719.28,8.100000000000001,148.08000000000004,20.58725392058726,0.8571428571428571,1.2592436974789918,6.799999999999999,Small,81.6
6379,10754,PERFECTA WINES,23966,Nortico Alvarinho,13.99,9.52,13.99,750,60,571.1999999999999,45.0,629.55,5.04,58.35000000000002,9.268525137002626,0.75,1.1021533613445378,9.52,Small,142.79999999999998
6380,9165,ULTRA BEVERAGE COMPANY LLP,25176,Casas Del Bosque Sauv Bl,5.29,3.48,5.29,750,164,570.72,140.0,740.6,15.72,169.88,22.938158250067513,0.8536585365853658,1.297659097280628,3.48,Medium,83.52
6381,8673,STE MICHELLE WINE ESTATES,19568,14 Hands Moscato,8.99,6.07,10.99,750,94,570.58,85.0,798.15,9.38,227.56999999999994,28.512184426486243,0.9042553191489362,1.3988397770689474,6.07,Medium,54.63
6382,9815,WINE GROUP INC,39747,Foxhorn Pnt Grigio/Chard Bl,8.99,5.33,8.99,1500,107,570.3100000000001,100.0,850.0,22.470000000000002,279.68999999999994,32.904705882352935,0.9345794392523364,1.4904174922410618,5.330000000000001,Medium,37.31
6383,8004,SAZERAC CO INC,5954,Fireball Cinnamon Whisky,3.99,2.96,3.99,200,192,568.32,192.0,766.08,40.32,197.76,25.81453634085213,1.0,1.347972972972973,2.9600000000000004,Medium,0.0
6384,10754,PERFECTA WINES,23902,Dom St Andrieu Rose CdP,15.99,10.52,15.99,750,54,568.08,169.0,2702.31,18.77,2134.23,78.97798550129333,3.1296296296296298,4.756918039712716,10.520000000000001,Small,-1209.8
6385,12331,STELLAR IMPORTING CO LLC,17464,Zacharias Merlot,11.99,7.89,11.99,750,72,568.08,55.0,659.4499999999999,6.18,91.36999999999989,13.855485631966017,0.7638888888888888,1.1608400225320374,7.890000000000001,Small,134.13
6386,7749,R.P.IMPORTS INC,16398,Shane The Unknown Syrah No C,39.99,25.8,39.99,750,22,567.6,39.0,1559.61,4.3500000000000005,992.0099999999999,63.60628618693135,1.7727272727272727,2.7477272727272726,25.8,Small,-438.6
6387,2000,SOUTHERN WINE & SPIRITS NE,23337,Ch Pichon Longevile 11 Comts,139.99,94.59,139.99,750,6,567.54,30.0,4199.700000000001,3.3400000000000003,3632.1600000000008,86.48617758411315,5.0,7.39983084892695,94.58999999999999,Small,-2270.16
6388,1650,Circa Wines,24147,Toucas Vinho Verde DOC,9.99,5.91,9.99,750,96,567.36,88.0,878.12,9.81,310.76,35.389240650480566,0.9166666666666666,1.5477298364354202,5.91,Medium,47.28
6389,6785,PALM BAY INTERNATIONAL INC,24015,Mazzei Zisola Notto Rosso,18.99,12.33,18.99,750,46,567.1800000000001,72.0,1367.28,8.030000000000001,800.0999999999999,58.51764086361242,1.565217391304348,2.410663281497937,12.330000000000002,Small,-320.58
6390,2000,SOUTHERN WINE & SPIRITS NE,10374,Hazlitt White Cat Fngr Lakes,8.99,5.19,8.99,750,109,565.71,107.0,935.93,11.89,370.2199999999999,39.55637707948244,0.981651376146789,1.6544342507645258,5.19,Medium,10.38
6391,653,STATE WINE & SPIRITS,19653,Alias Cab Svgn,8.99,5.88,10.99,750,96,564.48,83.0,912.17,9.290000000000001,347.68999999999994,38.1167984038063,0.8645833333333334,1.6159474206349205,5.88,Medium,76.44
6392,4425,MARTIGNETTI COMPANIES,24975,Tenshen White,17.99,11.76,17.99,750,48,564.48,256.0,4605.44,28.52,4040.9599999999996,87.7431906614786,5.333333333333333,8.158730158730158,11.76,Small,-2446.08
6393,653,STATE WINE & SPIRITS,23784,Zolo Malbec Rsv,16.99,11.72,17.99,750,48,562.56,37.0,713.63,4.1,151.07000000000005,21.169233356221017,0.7708333333333334,1.268540244596132,11.719999999999999,Small,128.92000000000002
6394,4425,MARTIGNETTI COMPANIES,2743,Linkwood 15 Yr Old Sngl Malt,79.99,62.49,79.99,750,9,562.41,59.0,4719.41,46.550000000000004,4157.0,88.08304427883994,6.555555555555555,8.391404846997743,62.489999999999995,Small,-3124.5
6395,1590,DIAGEO CHATEAU ESTATE WINES,10242,Rosenblum RSV Znfdl Monte Rs,21.99,15.17,21.99,750,37,561.29,340.0,7476.599999999999,37.94,6915.3099999999995,92.49271059037531,9.18918918918919,13.320386965739635,15.169999999999998,Small,-4596.51
6396,8673,STE MICHELLE WINE ESTATES,11868,Columbia Crest Two Vines Rsl,6.99,4.63,8.99,750,121,560.23,88.0,625.62,9.81,65.38999999999999,10.452031584668008,0.7272727272727273,1.1167199186048586,4.63,Medium,152.79
6397,9552,M S WALKER INC,19663,Silver Palm 12 Chard No Cst,14.99,7.89,12.99,750,71,560.19,63.0,913.37,7.0600000000000005,353.17999999999995,38.66779070913211,0.8873239436619719,1.6304646637747906,7.890000000000001,Small,63.12
6398,4425,MARTIGNETTI COMPANIES,16991,Ch Bellevue St-Emil 09 Gr Cr,97.99,46.66,69.99,750,12,559.92,26.0,1819.74,2.9,1259.8200000000002,69.23076923076924,2.1666666666666665,3.2500000000000004,46.66,Small,-653.24
6399,9552,M S WALKER INC,22935,Adelsheim Bryan Creek Pnt Nr,69.99,46.66,69.99,750,12,559.92,35.0,2449.65,3.88,1889.73,77.14285714285714,2.9166666666666665,4.375000000000001,46.66,Small,-1073.1799999999998
6400,10754,PERFECTA WINES,24495,Ch Giscours Margaux 06,34.99,23.33,34.99,375,24,559.92,55.0,1924.45,3.16,1364.5300000000002,70.90493387721169,2.2916666666666665,3.4370088584083445,23.33,Small,-723.2299999999999
6401,1590,DIAGEO CHATEAU ESTATE WINES,23201,Sterling Vntnr Coll Rose Ltd,12.99,6.66,9.99,750,84,559.44,81.0,1013.19,9.0,453.75,44.78429514701092,0.9642857142857143,1.811078936078936,6.660000000000001,Small,19.98
6402,9552,M S WALKER INC,19459,Verite La Muse Red Sonoma,424.99,279.6,424.99,750,2,559.2,2.0,849.98,0.22,290.78,34.210216710981435,1.0,1.5199928469241772,279.6,Small,0.0
6403,4425,MARTIGNETTI COMPANIES,15249,Colby Red,8.49,5.82,8.49,750,96,558.72,96.0,815.04,10.76,256.31999999999994,31.44876325088339,1.0,1.458762886597938,5.82,Medium,0.0
6404,9552,M S WALKER INC,24205,Raeburn Chard RRV,18.99,6.81,10.49,750,82,558.42,731.0,7974.1900000000005,81.87,7415.77,92.99715707802298,8.914634146341463,14.27991475950002,6.81,Small,-4419.69
6405,4425,MARTIGNETTI COMPANIES,19247,Schug Sonoma Cnty Chard,17.99,11.61,17.99,750,48,557.28,78.0,1403.22,8.73,845.94,60.28562876811905,1.625,2.5179801894918175,11.61,Small,-348.29999999999995
6406,2000,SOUTHERN WINE & SPIRITS NE,20056,Ch Rauzan-Segla 10 Brdx,209.99,139.07,209.99,750,4,556.28,7.0,1469.93,0.78,913.6500000000001,62.15602103501527,1.75,2.6424282735313156,139.07,Small,-417.21
6407,2000,SOUTHERN WINE & SPIRITS NE,23287,Ch Lynch Bages Paulliac 11,139.99,92.71,139.99,750,6,556.26,70.0,9799.300000000001,7.87,9243.04,94.32347208474074,11.666666666666666,17.616402401754577,92.71,Small,-5933.44
6408,9552,M S WALKER INC,19189,Castello di Meleto Chianti,14.99,9.93,15.99,750,56,556.08,172.0,2976.2799999999997,19.07,2420.2,81.31627400647788,3.0714285714285716,5.352251474607969,9.930000000000001,Small,-1151.8799999999999
6409,8320,SHAW ROSS INT L IMP LTD,20114,Wolfgang Puck Chard,13.99,9.26,13.99,750,60,555.6,46.0,641.54,5.15,85.93999999999994,13.395891136951702,0.7666666666666667,1.1546796256299494,9.26,Small,129.64
6410,1703,ALISA CARR BEVERAGES,90088,Ch Le Petite Mouton 12 Pauil,134.99,92.46,134.99,750,6,554.76,26.0,3509.7400000000002,2.89,2954.9800000000005,84.19370095790572,4.333333333333333,6.3265916792847365,92.46,Small,-1849.1999999999998
6411,17035,PERNOD RICARD USA,3759,Absolut Elyx,44.99,34.61,44.99,1000,16,553.76,15.0,674.85,15.75,121.09000000000003,17.94324664740313,0.9375,1.2186687373591447,34.61,Small,34.61
6412,7749,R.P.IMPORTS INC,19595,Ch Doisy Daene Sauternes 10,73.99,50.33,73.99,750,11,553.63,13.0,961.8699999999999,1.45,408.2399999999999,42.44232588603449,1.1818181818181819,1.7373877860665063,50.33,Small,-100.66
6413,3252,E & J GALLO WINERY,17486,Barefoot Cellars Red Moscato,6.49,4.41,6.49,187,125,551.25,113.0,733.37,3.25,182.12,24.833303789355988,0.904,1.3303764172335601,4.41,Medium,52.92
6414,6785,PALM BAY INTERNATIONAL INC,18089,Cavit Moscato,14.99,8.61,14.99,1500,64,551.04,38.0,569.62,8.46,18.58000000000004,3.261823671921639,0.59375,1.0337180603948897,8.61,Small,223.85999999999999
6415,8320,SHAW ROSS INT L IMP LTD,248,Wild Shot Reposado Mezcal,49.99,39.36,49.99,750,14,551.04,12.0,599.88,9.45,48.84000000000003,8.141628325665138,0.8571428571428571,1.0886324041811848,39.36,Small,78.72
6416,10754,PERFECTA WINES,19345,Jip Jip Rocks Shiraz/CabSvgn,16.99,11.48,16.99,750,48,551.04,60.0,1019.4,6.75,468.36,45.944673337257214,1.25,1.8499564459930316,11.479999999999999,Small,-137.76
6417,1392,CONSTELLATION BRANDS INC,36653,R M Woodbridge Rsl,7.99,3.86,7.99,750,142,548.12,130.0,948.7,14.370000000000001,400.58000000000004,42.224096131548436,0.9154929577464789,1.7308253667080202,3.86,Medium,46.32
6418,4425,MARTIGNETTI COMPANIES,19865,Clarendelle Brdx Rouge,18.99,13.01,18.99,750,42,546.42,259.0,4918.41,28.810000000000002,4371.99,88.89031211306093,6.166666666666667,9.001152959262107,13.01,Small,-2823.17
6419,7153,PINE STATE TRADING CO,2089,Bloom Gin,24.99,16.53,21.99,750,33,545.49,172.0,3782.2799999999997,135.63,3236.79,85.577746755925,5.212121212121212,6.933729307595006,16.53,Small,-2297.67
6420,9552,M S WALKER INC,10938,Grahams 40-Yr Tawny Port,139.99,90.9,139.99,750,6,545.4000000000001,12.0,1679.88,1.32,1134.48,67.53339524251733,2.0,3.08008800880088,90.90000000000002,Small,-545.4000000000001
6421,4425,MARTIGNETTI COMPANIES,14935,J Lohr Tower Road Petite Sir,19.99,12.98,19.99,750,42,545.16,41.0,834.5899999999999,4.57,289.42999999999995,34.679303610155884,0.9761904761904762,1.5309083571795437,12.979999999999999,Small,12.98
6422,12546,JIM BEAM BRANDS COMPANY,4892,DeKuyper Coffee Brandy,9.99,7.46,9.99,1000,73,544.58,66.0,659.34,69.3,114.75999999999999,17.405284071950735,0.9041095890410958,1.2107312056998054,7.460000000000001,Small,52.22
6423,9165,ULTRA BEVERAGE COMPANY LLP,25586,Rex Hill Williamette Pnt Nr,6.99,4.57,6.99,375,119,543.83,119.0,831.8100000000001,6.71,287.98,34.620886981402,1.0,1.5295404814004376,4.57,Medium,0.0
6424,9552,M S WALKER INC,22477,Mionetto IL Moscato,12.99,8.49,12.99,750,64,543.36,94.0,747.0600000000001,10.46,203.70000000000005,27.266886193880012,1.46875,1.3748895759717314,8.49,Small,-254.70000000000002
6425,9165,ULTRA BEVERAGE COMPANY LLP,11453,Hangtime Pnt Nr Cal,16.99,11.56,16.99,750,47,543.3199999999999,33.0,560.67,3.66,17.350000000000023,3.0945119232347054,0.7021276595744681,1.031933298976662,11.559999999999999,Small,161.84
6426,1392,CONSTELLATION BRANDS INC,23182,Mark West Pnt Nr Willamette,24.99,15.03,24.99,750,36,541.08,26.0,607.74,2.88,66.65999999999997,10.968506269128241,0.7222222222222222,1.1231980483477488,15.030000000000001,Small,150.29999999999998
6427,17035,PERNOD RICARD USA,718,Hiram Walker Mango,10.49,8.07,10.49,1000,67,540.69,60.0,629.4,63.0,88.70999999999992,14.094375595805516,0.8955223880597015,1.164068135160628,8.07,Small,56.49
6428,2000,SOUTHERN WINE & SPIRITS NE,23359,Ferrari Carano Cab Svgn Rsv,49.99,33.78,49.99,750,16,540.48,14.0,695.86,1.56,155.38,22.32920415026011,0.875,1.2874851983422144,33.78,Small,67.56
6429,9552,M S WALKER INC,16202,Simple Life Chard,10.99,7.48,13.99,750,72,538.5600000000001,72.0,911.28,8.100000000000001,372.7199999999999,40.900711087700806,1.0,1.692067736185383,7.48,Small,0.0
6430,10754,PERFECTA WINES,13921,Live-A-Little Wicked White,10.99,7.48,10.99,750,72,538.5600000000001,72.0,791.28,8.100000000000001,252.7199999999999,31.938125568698805,1.0,1.4692513368983955,7.48,Small,0.0
6431,8112,MOET HENNESSY USA INC,35589,Cape Mentelle Sem/Svgn Bl,11.99,6.89,9.99,750,78,537.4200000000001,66.0,715.34,7.430000000000001,177.91999999999996,24.872088796935714,0.8461538461538461,1.3310632280153325,6.890000000000001,Small,82.67999999999999
6432,90010,VINEXTRA INC,18536,Andrew Will Two Blondes WA,66.99,44.66,66.99,750,12,535.92,12.0,803.88,1.35,267.96000000000004,33.333333333333336,1.0,1.5,44.66,Small,0.0
6433,480,BACARDI USA INC,29472,M & R X Dry Vermouth,8.99,5.88,8.99,1000,91,535.08,88.0,791.12,13.2,256.03999999999996,32.36424309839215,0.967032967032967,1.4785078866711518,5.880000000000001,Medium,17.64
6434,8892,TRINCHERO FAMILY ESTATES,16166,Sutter Home Pnt Nr,5.99,4.05,5.99,750,132,534.6,112.0,670.88,12.6,136.27999999999997,20.31361793465299,0.8484848484848485,1.2549195660306771,4.05,Medium,81.0
6435,9165,ULTRA BEVERAGE COMPANY LLP,25378,Fratelli Urciuolo Greco di T,7.99,5.4,7.99,750,99,534.6,99.0,791.01,11.02,256.40999999999997,32.41551939924906,1.0,1.4796296296296296,5.4,Medium,0.0
6436,8892,TRINCHERO FAMILY ESTATES,16472,Lock & Key Meritage,12.99,8.9,12.99,750,60,534.0,60.0,779.4,6.75,245.39999999999998,31.48575827559661,1.0,1.4595505617977527,8.9,Small,0.0
6437,9552,M S WALKER INC,26102,Finca El Origen Rsva Malbec,12.99,8.9,12.99,750,60,534.0,48.0,623.52,5.4,89.51999999999998,14.357197844495765,0.8,1.1676404494382022,8.9,Small,106.80000000000001
6438,9552,M S WALKER INC,21837,Gerard Bertrand Gr Teroir Rd,11.99,8.21,18.99,750,65,533.65,61.0,1148.3899999999999,6.8,614.7399999999999,53.53059500692273,0.9384615384615385,2.1519535275929913,8.209999999999999,Small,32.84
6439,2000,SOUTHERN WINE & SPIRITS NE,23278,Turnbull Cab Svgn 11,54.99,33.33,54.99,750,16,533.28,37.0,1982.63,4.1,1449.3500000000001,73.10239429444728,2.3125,3.7178030303030307,33.33,Small,-699.93
6440,9206,PHILLIPS PRODUCTS CO.,8391,Cabrito Blanco,17.99,13.33,17.99,750,40,533.2,58.0,1043.42,45.68,510.22,48.89881351708804,1.45,1.9569017254313579,13.330000000000002,Small,-239.94
6441,7153,PINE STATE TRADING CO,24349,Fess Parker Pnt Nr Bien Naci,54.99,35.48,54.99,750,15,532.2,29.0,1594.71,3.23,1062.51,66.62716105122561,1.9333333333333333,2.9964487034949263,35.480000000000004,Small,-496.71999999999997
6442,90024,VINILANDIA USA,15418,The First Lady Cab Svgn,12.99,8.84,12.99,750,60,530.4,60.0,779.4,6.720000000000001,249.0,31.947652040030793,1.0,1.4694570135746607,8.84,Small,0.0
6443,1392,CONSTELLATION BRANDS INC,6892,Vendange Cab Svgn,4.99,3.39,4.99,750,156,528.84,160.0,798.4,17.96,269.55999999999995,33.762525050100194,1.0256410256410255,1.5097193858255804,3.39,Medium,-13.56
6444,9552,M S WALKER INC,24454,Convento Las Claras 12 Tinto,22.99,14.28,20.99,750,37,528.36,185.0,4065.1499999999996,20.5,3536.7899999999995,87.00269362754142,5.0,7.693901885078355,14.280000000000001,Small,-2113.44
6445,1392,CONSTELLATION BRANDS INC,15888,R M Woodbridge Malbec,7.99,4.05,7.99,750,130,526.5,139.0,1050.61,15.46,524.1099999999999,49.88625655571525,1.0692307692307692,1.9954605887939219,4.05,Medium,-36.449999999999996
6446,9165,ULTRA BEVERAGE COMPANY LLP,34733,Lake Sonoma Cab Svgn AV,22.99,15.03,23.99,750,35,526.0500000000001,22.0,527.78,2.45,1.7299999999999045,0.3277880935237987,0.6285714285714286,1.0032886607736906,15.030000000000001,Small,195.39
6447,3924,HEAVEN HILL DISTILLERIES,1029,Fulton's Harvest Apple Pie L,6.99,5.26,9.99,750,100,526.0,285.0,2484.15,224.58,1958.15,78.82575528852928,2.85,4.722718631178707,5.26,Medium,-973.0999999999999
6448,480,BACARDI USA INC,201,Nassua Royale Liqueur,19.49,15.47,19.49,1000,34,525.98,36.0,701.64,37.8,175.65999999999997,25.03563080782167,1.0588235294117647,1.3339670709912923,15.47,Small,-30.94
6449,10754,PERFECTA WINES,20521,Croix de Beaucaillou St Juln,64.99,30.91,46.99,750,17,525.47,40.0,1879.6,4.45,1354.1299999999999,72.0435198978506,2.3529411764705883,3.5769882200696514,30.91,Small,-710.93
6450,3252,E & J GALLO WINERY,6265,Gallo Fairbanks Sherry,4.99,3.39,4.99,750,155,525.45,166.0,828.34,18.36,302.89,36.56590289011758,1.070967741935484,1.5764392425540013,3.39,Medium,-37.29
6451,1650,Circa Wines,23451,Terra Mia Lacryma Christi Wh,13.49,8.33,12.49,750,63,524.79,63.0,778.87,7.0600000000000005,254.08000000000004,32.621618498594124,1.0,1.4841555669887003,8.33,Small,0.0
