,VendorNumber,VendorName,Brand,Description,ActualPrice,PurchasePrice,SalesPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollar,TotalExciseTax,GrossProfit,ProfitMargin,StockTurnover,SalesPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
1243,8664,"STOLI GROUP,(USA) LLC",3039,Stoli Salted Karamel,16.99,13.38,17.99,750,4098,54831.24,4277.0,77290.23,3370.02,22458.989999999998,29.05799348766332,1.0436798438262567,1.409602080857555,13.379999999999999,Large,-2395.02
1244,3960,DIAGEO NORTH AMERICA INC,8962,Pimms Cup No 1,17.99,13.84,19.99,750,3944,54584.96000000001,3826.0,72967.73999999999,3014.4900000000002,18382.779999999984,25.19302365675569,0.9700811359026369,1.3367737193541953,13.840000000000002,Large,1633.12
1245,12546,JIM BEAM BRANDS COMPANY,5539,DeKuyper Hot Damn 100*,12.99,8.39,12.99,750,6504,54568.560000000005,6415.0,76002.85,5053.51,21434.29,28.201955584560316,0.9863161131611317,1.3927955951192408,8.39,Large,746.71
1246,12546,JIM BEAM BRANDS COMPANY,8448,Cruzan Aged Dark Rum,10.99,7.51,9.99,750,7266,54567.66,7193.0,73330.07,5670.39,18762.410000000003,25.586243133273978,0.9899532067162125,1.3438375404039682,7.510000000000001,Large,548.23
1247,3664,WILLIAM GRANT & SONS INC,377,Hendrick's Gin,37.99,28.35,37.99,1000,1924,54545.4,1529.0,58086.71,1605.45,3541.3099999999977,6.096592490778007,0.7946985446985447,1.0649240815907481,28.35,Large,11198.25
1248,8112,MOET HENNESSY USA INC,1024,Hennessey VS +VSOP 50mL,31.99,19.99,27.99,750,2726,54492.74,3603.0,113223.97,2837.63,58731.23,51.87172822150645,1.3217168011738811,2.07778081997712,19.99,Large,-17531.23
1249,3960,DIAGEO NORTH AMERICA INC,3104,Smirnoff Whipped Cream,12.99,8.72,10.99,750,6241,54421.520000000004,6245.0,74882.55,4922.110000000001,20461.03,27.324162972548343,1.0006409229290179,1.37597314444727,8.72,Large,-34.88
1250,9165,ULTRA BEVERAGE COMPANY LLP,19831,Cesari Boscarel,9.99,6.84,9.99,750,7952,54391.68,7866.0,78581.34,879.38,24189.659999999996,30.782956869913384,0.989185110663984,1.4447308853118712,6.84,Large,588.24
1251,4692,KOBRAND CORPORATION,8628,Jadot Macon Villages Blanc,11.99,5.95,8.99,750,9134,54347.3,10066.0,120124.34,1123.98,65777.04,54.75746214297619,1.1020363477118458,2.210309251793557,5.95,Large,-5545.400000000001
1252,3089,SIDNEY FRANK IMPORTING CO,2045,Monkey 47 Dry Gin,37.99,30.39,37.99,375,1788,54337.32,1612.0,61239.880000000005,631.46,6902.560000000005,11.271348017011144,0.901565995525727,1.127031660744402,30.39,Large,5348.64
1253,3960,DIAGEO NORTH AMERICA INC,1383,Smirnoff Red White & Berry,12.99,8.02,10.99,750,6768,54279.36,6766.0,74398.34,5326.79,20118.979999999996,27.042243146822898,0.9997044917257684,1.370656175754467,8.02,Large,16.04
1254,4425,MARTIGNETTI COMPANIES,27644,Cline Znfdl Cal,11.99,6.84,9.99,750,7924,54200.159999999996,7999.0,79910.01,889.94,25709.85,32.17350366994072,1.009464916708733,1.4743500757193337,6.84,Large,-513.0
1255,480,BACARDI USA INC,4258,Bacardi Mango Fusion,11.99,7.35,9.99,750,7365,54132.75,7359.0,83206.41,5798.400000000001,29073.660000000003,34.94161086868188,0.9991853360488798,1.5370807875084862,7.35,Large,44.099999999999994
1256,3252,E & J GALLO WINERY,7374,New Amsterdam Mango Vodka,8.99,6.86,9.99,750,7887,54104.82,6189.0,64214.11,4876.78,10109.29,15.743097584004515,0.7847090148345378,1.1868463844810868,6.86,Large,11648.28
1257,9815,WINE GROUP INC,31454,Foxhorn SE Chard Australia,8.99,4.79,6.99,1500,11295,54103.049999999996,11241.0,84626.59,2520.03,30523.54,36.06849809262077,0.9952191235059761,1.5641741084837177,4.79,Large,258.66
1258,4425,MARTIGNETTI COMPANIES,27202,DeLoach Sonoma Cnty Chard,9.99,6.8,9.99,750,7953,54080.4,5659.0,56533.41,634.5400000000001,2453.010000000002,4.339044823229312,0.7115553879039356,1.0453585772294585,6.8,Large,15599.199999999999
1259,3664,WILLIAM GRANT & SONS INC,4149,Sailor Jerry Spiced Navy Rum,1.49,1.16,1.49,50,46613,54071.08,45503.0,67799.47,2378.71,13728.39,20.248521116757992,0.9761869006500332,1.2538952430763357,1.1600000000000001,Large,1287.6
1260,8352,LUXCO INC,1135,Rebel Reserve Bourbon,19.99,15.62,20.99,750,3459,54029.58,3383.0,69740.17,2667.9500000000003,15710.589999999997,22.527318186921537,0.9780283318878289,1.290777570360532,15.620000000000001,Large,1187.12
1261,17035,PERNOD RICARD USA,5334,Kahlua Especial,22.99,17.82,22.99,750,3027,53941.14,3002.0,69691.98,2367.07,15750.839999999997,22.60064931431134,0.9917409976874794,1.2920005027702417,17.82,Large,445.5
1262,7153,PINE STATE TRADING CO,19302,Tomaiolo Chianti Clsco Rsva,11.99,7.43,11.99,750,7257,53919.51,6031.0,72006.69,670.96,18087.18,25.118749382869844,0.8310596665288686,1.3354477813318408,7.430000000000001,Large,9109.18
1263,9165,ULTRA BEVERAGE COMPANY LLP,32479,Danzante Del Vnzi Pnt Grigio,9.99,6.75,10.99,750,7988,53919.0,6488.0,63914.44,721.69,9995.440000000002,15.638782096815685,0.8122183274912369,1.1853788089541721,6.75,Large,10125.0
1264,11567,CAMPARI AMERICA,8420,Frangelico Hazelnut Liqueur,42.99,31.0,39.99,1750,1739,53909.0,1769.0,71714.31,3252.34,17805.309999999998,24.828113106017472,1.0172512938470386,1.3302845535995844,31.0,Large,-930.0
1265,9744,FREDERICK WILDMAN & SONS,16129,Pol Roger Brut,39.99,25.33,37.99,750,2128,53902.24,2496.0,96260.04000000001,278.63,42357.80000000001,44.00351381528618,1.1729323308270676,1.785826340426669,25.33,Large,-9321.439999999999
1266,660,SAZERAC NORTH AMERICA INC.,3970,El Toro Gold,9.29,6.78,9.29,750,7949,53894.22,7768.0,72164.72,6120.05,18270.5,25.317773005978545,0.9772298402314756,1.3390066689897357,6.78,Large,1227.18
1267,12546,JIM BEAM BRANDS COMPANY,3910,Hornitos Plata Tequila,11.49,8.84,12.99,375,6093,53862.119999999995,6229.0,73886.21,2439.53,20024.09000000001,27.10125475376259,1.0223206958805187,1.3717657232949616,8.84,Large,-1202.24
1268,9165,ULTRA BEVERAGE COMPANY LLP,934,Tanteo Jalapeno Tequila,35.99,26.08,35.99,750,2065,53855.2,1990.0,74696.1,1568.71,20840.90000000001,27.900921199366508,0.9636803874092009,1.386980273028417,26.08,Large,1955.9999999999998
1269,4425,MARTIGNETTI COMPANIES,21469,St Supery Cab Svgn,29.99,19.6,29.99,750,2745,53802.0,2946.0,95233.54000000001,326.81,41431.54000000001,43.50519785361334,1.073224043715847,1.7700743466785622,19.6,Large,-3939.6000000000004
1270,653,STATE WINE & SPIRITS,463,Kirk & Sweeney 12Yr Old Rum,33.99,24.63,33.99,750,2182,53742.66,2070.0,69477.3,1632.71,15734.64,22.647166772456615,0.9486709440879927,1.2927774695186283,24.630000000000003,Large,2758.56
1271,1128,SAZERAC CO INC,5197,Southern Comfort,8.99,5.75,7.99,375,9343,53722.25,8679.0,72706.21,3406.38,18983.960000000006,26.110506929188038,0.928930750294338,1.3533723922583287,5.75,Large,3818.0
1272,3960,DIAGEO NORTH AMERICA INC,1657,Dalwhinnie Distillers Edtion,69.99,51.46,69.99,750,1042,53621.32,1013.0,70899.87,798.58,17278.549999999996,24.370354980904757,0.972168905950096,1.322232835745185,51.46,Medium,1492.34
1273,3924,HEAVEN HILL DISTILLERIES,4176,Blackheart Spiced Rum,10.99,8.02,13.99,750,6680,53573.6,6646.0,76507.54000000001,5237.79,22933.94000000001,29.976052033564283,0.9949101796407186,1.4280828617080057,8.02,Large,272.68
1274,7153,PINE STATE TRADING CO,24840,Honig Svgn Bl Napa,13.99,8.44,13.99,750,6332,53442.08,5289.0,81443.11,588.66,28001.03,34.38109129182321,0.8352811118130132,1.523950976459,8.44,Large,8802.92
1275,4425,MARTIGNETTI COMPANIES,46985,Rodney Strong Cab Svgn Alexa,22.99,15.75,22.99,750,3393,53439.75,2793.0,66305.06999999999,310.28000000000003,12865.319999999992,19.403222106544785,0.8231653404067197,1.2407443897099069,15.75,Large,9450.0
1276,3252,E & J GALLO WINERY,10420,Barefoot Moscato Cal,6.29,3.35,6.29,750,15927,53355.450000000004,15992.0,93955.78,1783.6100000000001,40600.329999999994,43.21216853289919,1.0040811201105042,1.7609406349304522,3.35,Large,-217.75
1277,1392,CONSTELLATION BRANDS INC,6183,Clos du Bois Svgn Bl N Cst,8.99,5.99,12.99,750,8904,53334.96,8691.0,81789.09,968.11,28454.129999999997,34.789640036342256,0.976078167115903,1.5334986657906933,5.99,Large,1275.8700000000001
1278,8004,SAZERAC CO INC,2957,Glenfarclas 12-Yr Scotch,35.99,25.89,35.99,750,2060,53333.4,2004.0,73143.96,1580.01,19810.560000000005,27.084341618911534,0.9728155339805825,1.3714475356905804,25.89,Large,1449.8400000000001
1279,12546,JIM BEAM BRANDS COMPANY,1395,Old Crow,8.99,5.88,7.99,750,9066,53308.08,9000.0,75297.0,7093.59,21988.92,29.202916450854616,0.9927200529450695,1.4124875628610147,5.88,Large,388.08
1280,653,STATE WINE & SPIRITS,21100,Robert Hall 13 Syrah,13.99,9.39,13.99,750,5676,53297.64,5341.0,74720.59,595.94,21422.949999999997,28.670745239029827,0.9409795630725863,1.401949317080456,9.39,Large,3145.65
1281,11567,CAMPARI AMERICA,5142,Carolans Irish Cream,26.49,17.45,22.99,1750,3053,53274.85,3926.0,94657.73999999999,7216.93,41382.88999999999,43.718442886973634,1.2859482476252866,1.776780976389422,17.45,Large,-15233.849999999999
1282,4425,MARTIGNETTI COMPANIES,26016,Kuleto Native Son Napa Red,13.99,9.45,13.99,750,5629,53194.05,5445.0,76175.55,608.04,22981.5,30.169129070942052,0.9673121335938888,1.4320314020083074,9.450000000000001,Large,1738.8
1283,17035,PERNOD RICARD USA,904,Malibu Rum,17.99,12.22,17.99,1000,4349,53144.78,4334.0,76795.65999999999,4550.7,23650.87999999999,30.79715702684239,0.9965509312485629,1.4450273385269445,12.219999999999999,Large,183.3
1284,3960,DIAGEO NORTH AMERICA INC,2862,Pinch 15-Yr by Haig & Haig,35.99,27.68,35.99,750,1919,53117.920000000006,1844.0,67732.56,1454.3500000000001,14614.639999999992,21.576978634795427,0.9609171443460135,1.2751357733887168,27.680000000000003,Large,2076.0
1285,17035,PERNOD RICARD USA,5739,Malibu Rum,1.99,1.53,1.99,50,34717,53117.01,33707.0,67076.93,1751.6200000000001,13959.919999999991,20.811805191442115,0.9709076245067259,1.2628144920054798,1.53,Large,1545.3
1286,3960,DIAGEO NORTH AMERICA INC,3607,Smirnoff Citrus Vodka,0.99,0.72,0.99,50,73746,53097.12,73445.0,72710.55,3840.4,19613.43,26.97466873789292,0.9959184226941122,1.3693878312044043,0.7200000000000001,Large,216.72
1287,12546,JIM BEAM BRANDS COMPANY,2926,Teachers Highland Cream,27.99,21.87,27.99,1750,2427,53078.49,2331.0,65934.69,4285.06,12856.200000000004,19.498385447781743,0.9604449938195303,1.2422111103763502,21.869999999999997,Large,2099.52
1288,90056,SWEET BABY VINEYARD,16669,Sweet Baby Vyds Blueberry,12.99,8.55,12.99,750,6206,53061.299999999996,5459.0,70912.41,605.2,17851.110000000008,25.173463995935276,0.8796326135997422,1.3364242866269769,8.549999999999999,Large,6386.85
1289,9552,M S WALKER INC,27042,Luna di Luna Chard/Pnt Grigo,9.99,6.53,9.99,750,8122,53036.659999999996,7993.0,79616.07,889.53,26579.41000000001,33.38447878675751,0.9841172125092342,1.5011516562317464,6.529999999999999,Large,842.37
1290,8673,STE MICHELLE WINE ESTATES,39750,Red Diamond Merlot Wash,11.99,5.13,11.99,750,10313,52905.69,10396.0,90029.24,1160.16,37123.55,41.23499209812279,1.0080480946378358,1.7016929558994505,5.13,Large,-425.78999999999996
1291,12546,JIM BEAM BRANDS COMPANY,2254,Canadian Club Triple Aged,14.99,10.31,14.99,750,5129,52879.99,5131.0,68543.69,4045.03,15663.700000000004,22.85214000004961,1.0003899395593683,1.2962122345333273,10.309999999999999,Large,-20.62
1292,11567,CAMPARI AMERICA,3918,Cabo Wabo Anejo Tequila,42.99,33.07,42.99,750,1599,52878.93,1514.0,66420.86,1194.69,13541.93,20.38806784495112,0.9468417761100688,1.2560931168614795,33.07,Large,2810.95
1293,10754,PERFECTA WINES,2547,WhistlePig 10Yr Straight Rye,6.99,5.18,6.99,50,10193,52799.74,7749.0,54165.51,397.11,1365.770000000004,2.5214753816589264,0.760227607181399,1.0258669834359033,5.18,Large,12659.92
1294,3252,E & J GALLO WINERY,25808,Edna Valley Chard,11.99,7.84,11.99,750,6719,52676.96,6427.0,74889.73,716.41,22212.769999999997,29.660635710664195,0.9565411519571365,1.4216790414632887,7.84,Large,2289.2799999999997
1295,4425,MARTIGNETTI COMPANIES,13662,Duckhorn Decoy Svgn Bl,14.99,9.43,13.95,750,5578,52600.54,4768.0,82049.56,531.5600000000001,29449.019999999997,35.89174640302763,0.8547866618859806,1.55986155275212,9.43,Large,7638.3
1296,9552,M S WALKER INC,1727,West Cork Irish Whiskey,24.99,17.05,21.99,750,3085,52599.25,2698.0,59329.02,2127.77,6729.769999999997,11.343133596341213,0.8745542949756888,1.1279442197369733,17.05,Large,6598.35
1297,2561,EDRINGTON AMERICAS,2512,The Macallan 12 Yr Old,34.99,25.36,34.99,375,2072,52545.92,1831.0,64066.69,717.62,11520.770000000004,17.98246483469023,0.8836872586872587,1.2192514661461824,25.36,Large,6111.76
1298,12546,JIM BEAM BRANDS COMPANY,1515,Old Overholt,15.99,10.14,13.99,750,5180,52525.200000000004,4743.0,73156.56999999999,3736.53,20631.369999999988,28.201663910705477,0.9156370656370656,1.392789937020706,10.14,Large,4431.18
1299,17035,PERNOD RICARD USA,2521,Jameson Gold Rsv,89.99,69.22,94.99,750,757,52399.54,717.0,67632.83,565.66,15233.29,22.523514098108862,0.9471598414795245,1.2907141932925366,69.22,Medium,2768.8
1300,1273,CALEDONIA SPIRITS INC,2828,Tom Cat Barrel Aged Gin,46.99,33.81,46.99,750,1548,52337.880000000005,1252.0,56959.48,986.83,4621.5999999999985,8.113838117904164,0.8087855297157622,1.0883031563372456,33.81,Large,10007.76
1301,3252,E & J GALLO WINERY,6529,W Hill Cab Svgn Napa,34.99,23.17,34.99,750,2257,52294.69,2142.0,74948.58,237.28,22653.89,30.225909550254322,0.9490474080638015,1.433196754775676,23.17,Large,2664.55
1302,12546,JIM BEAM BRANDS COMPANY,1309,Makers Mark Cask Strength,59.99,44.44,59.99,750,1176,52261.44,910.0,55872.9,717.39,3611.459999999999,6.46370601848123,0.7738095238095238,1.0691037215966495,44.440000000000005,Medium,11821.039999999999
1303,1485,CASTLE BRANDS CORP.,8485,Gozio Amaretto,18.99,13.23,17.99,750,3947,52218.81,4407.0,80290.93,3473.9900000000002,28072.119999999995,34.96300267041371,1.1165442107930073,1.5375863601640865,13.229999999999999,Large,-6085.8
1304,3664,WILLIAM GRANT & SONS INC,3476,Reyka Vodka,19.99,15.5,19.99,750,3368,52204.0,3916.0,81445.84,3087.67,29241.839999999997,35.903417534891894,1.16270783847981,1.5601455827139683,15.5,Large,-8494.0
1305,3252,E & J GALLO WINERY,34825,J Vineyards Pnt Gris,19.99,9.73,17.99,750,5362,52172.26,5265.0,70290.35,586.6700000000001,18118.090000000004,25.776070257154792,0.9819097351734427,1.347274394477065,9.73,Large,943.8100000000001
1306,1392,CONSTELLATION BRANDS INC,26817,Ravenswood Vntrs Blnd Merlot,7.99,5.47,10.99,750,9532,52140.04,9333.0,71148.67,1040.9,19008.629999999997,26.71677488841323,0.9791229542593369,1.3645687651946565,5.47,Large,1088.53
1307,5992,MCCORMICK DISTILLING CO,3663,Tarantula Azul Tequila,13.99,10.76,13.99,750,4845,52132.200000000004,4749.0,66438.51,3742.52,14306.30999999999,21.533159006726656,0.9801857585139319,1.2744236767295452,10.760000000000002,Large,1032.96
1308,3960,DIAGEO NORTH AMERICA INC,1989,Johnnie Walker Black Tin,34.99,25.36,34.99,750,2054,52089.44,1950.0,72877.5,1536.66,20788.059999999998,28.524661246612464,0.9493670886075949,1.3990839602038339,25.36,Large,2637.44
1309,17035,PERNOD RICARD USA,8050,Absolut Mandrin,16.99,12.77,17.99,750,4076,52050.520000000004,4460.0,78169.4,3516.86,26118.87999999999,33.41317702323415,1.0942100098135428,1.5017986371701952,12.770000000000001,Large,-4903.68
1310,7245,PROXIMO SPIRITS INC.,5714,Jose Cuervo Lime Margarita,9.99,7.14,9.99,200,7288,52036.32000000001,7278.0,72707.22,1528.3799999999999,20670.899999999994,28.4303264517609,0.9986278814489572,1.3972398509348853,7.140000000000001,Large,71.39999999999999
1311,480,BACARDI USA INC,2258,Dewars Special Reserve 12 Yr,16.99,9.77,16.99,375,5326,52035.02,4850.0,66365.5,1901.2,14330.480000000003,21.59326758632121,0.9106271122793842,1.2754006820791075,9.77,Large,4650.5199999999995
1312,4425,MARTIGNETTI COMPANIES,25138,Terlatto & Chapoutier Shiraz,19.99,13.79,19.99,750,3773,52029.67,3045.0,60869.549999999996,340.16,8839.879999999997,14.522663630665905,0.8070500927643784,1.169900750860038,13.79,Large,10039.119999999999
1313,12546,JIM BEAM BRANDS COMPANY,661,Red Stag by Jim Beam,16.99,9.99,14.49,750,5207,52017.93,5953.0,90718.47,4693.62,38700.54,42.66004486186771,1.143268676781256,1.7439846222254518,9.99,Large,-7452.54
1314,9165,ULTRA BEVERAGE COMPANY LLP,21329,Masi Campofiorin,17.99,10.52,15.99,750,4939,51958.28,4766.0,75564.45999999999,531.08,23606.179999999993,31.23979182806308,0.9649726665316866,1.4543295120623698,10.52,Large,1819.96
1315,516,BANFI PRODUCTS CORP,10874,Cantine Maschio Prosecco Brt,10.99,7.53,10.99,750,6891,51889.229999999996,6810.0,75899.9,760.48,24010.67,31.63465301008302,0.9882455376578145,1.4627293563616188,7.529999999999999,Large,609.9300000000001
1316,11567,CAMPARI AMERICA,8408,Wild Turkey American Honey,29.99,22.21,34.99,1750,2336,51882.56,2531.0,92830.69,4653.02,40948.130000000005,44.110552232241304,1.0834760273972603,1.7892465213744273,22.209999999999997,Large,-4330.95
1317,2000,SOUTHERN WINE & SPIRITS NE,30602,Zardetto Prosecco Conegliano,12.99,8.27,11.99,750,6269,51844.63,6027.0,79471.73,670.76,27627.1,34.76343097098805,0.9613973520497687,1.5328825762668188,8.27,Large,2001.34
1318,9552,M S WALKER INC,46476,Tilia Malbec Mendoza,9.99,6.89,9.99,750,7519,51805.91,8724.0,88866.76,971.6,37060.84999999999,41.7038384205748,1.16026067296183,1.7153788052366996,6.890000000000001,Large,-8302.449999999999
1319,3960,DIAGEO NORTH AMERICA INC,4363,Capt Morgan Black Spiced Rum,32.99,23.73,32.99,1750,2180,51731.4,2324.0,76668.76000000001,4273.41,24937.360000000008,32.526103200312626,1.0660550458715596,1.482054612865687,23.73,Large,-3417.12
1320,1587,VINEYARD BRANDS INC,24634,Marques de Caceres RSV Red,16.99,10.27,16.99,750,5030,51658.1,4515.0,77100.84999999999,502.16,25442.749999999993,32.99931194014073,0.8976143141153081,1.492521985903469,10.27,Large,5289.05
1321,7153,PINE STATE TRADING CO,25883,Honig Cab Svgn Napa,36.99,24.82,35.99,750,2081,51650.42,2242.0,83399.58,249.27,31749.160000000003,38.068728883286944,1.0773666506487265,1.614693162224044,24.82,Large,-3996.02
1322,480,BACARDI USA INC,8653,M & R Extra Dry Vermouth,5.29,3.53,5.29,375,14627,51633.31,14621.0,77345.09,838.99,25711.78,33.24293759306505,0.9995897996855131,1.4979688499536443,3.53,Large,21.18
1323,6359,OLE SMOKY DISTILLERY LLC,1725,Ole Smoky White Lightnin',19.99,14.17,18.99,750,3638,51550.46,3735.0,70589.65,2944.94,19039.189999999995,26.97164527660924,1.026663001649258,1.3693311369093504,14.17,Large,-1374.49
1324,480,BACARDI USA INC,4075,Bacardi Pineapple Fusion,19.99,15.87,23.99,1750,3247,51529.89,3246.0,70123.54,5967.96,18593.649999999994,26.51556096568998,0.9996920234062211,1.360832324695434,15.87,Large,15.87
1325,2242,DELICATO VINEYARDS INC,16441,Bota Box RedVolution,17.99,10.96,21.99,3000,4700,51512.00000000001,4558.0,84026.42,2051.1,32514.41999999999,38.695472209812095,0.9697872340425532,1.6312008852306257,10.96,Large,1556.3200000000002
1326,8673,STE MICHELLE WINE ESTATES,28138,Columbia Crest Grand Chard,8.99,6.16,9.99,750,8360,51497.6,10411.0,99272.13,1163.7,47774.530000000006,48.124816098939355,1.245334928229665,1.9277040095072393,6.16,Large,-12634.16
1327,9552,M S WALKER INC,25577,Parducci 13 True Grit Cab Sv,13.99,9.45,13.99,750,5442,51426.9,5442.0,76133.58,609.53,24706.68,32.451751250893494,1.0,1.4804232804232804,9.450000000000001,Large,0.0
1328,3960,DIAGEO NORTH AMERICA INC,3595,Smirnoff Blue 100 Proof,15.99,12.02,15.99,750,4278,51421.560000000005,4653.0,74401.47,3668.46,22979.909999999996,30.88636555164837,1.0876577840112203,1.4468925096788194,12.020000000000001,Large,-4507.5
1329,17035,PERNOD RICARD USA,5759,Malibu Tropical Banana Rum,11.99,9.44,14.99,750,5441,51363.04,4798.0,62351.020000000004,3780.9500000000003,10987.980000000003,17.622775056446553,0.88182319426576,1.2139277581700771,9.44,Large,6069.92
1330,516,BANFI PRODUCTS CORP,6234,C Y Toro Front Cab/Merlot,7.99,4.54,10.99,1500,11276,51193.04,10071.0,92977.79,2255.65,41784.74999999999,44.94057129127289,0.8931358637814828,1.816219353255833,4.54,Large,5470.7
1331,8352,LUXCO INC,5348,St Brendans Irish Cream,11.99,7.85,13.99,750,6511,51111.35,6250.0,75099.5,4926.63,23988.15,31.94182384702961,0.9599139917063431,1.4693311759521124,7.85,Large,2048.85
1332,8004,SAZERAC CO INC,3758,Margaritaville Gold Tequila,22.99,14.59,22.99,1750,3492,50948.280000000006,3471.0,72632.29,6381.4400000000005,21684.009999999987,29.85450410554313,0.9939862542955327,1.4256082835377364,14.590000000000002,Large,306.39
1333,4425,MARTIGNETTI COMPANIES,5375,Petrone Limoncello,18.99,14.72,19.99,750,3460,50931.2,3418.0,68301.81999999999,2694.85,17370.619999999995,25.43214807453154,0.9878612716763006,1.341060489444584,14.719999999999999,Large,618.24
1334,12546,JIM BEAM BRANDS COMPANY,1366,Red Stag by Jim Beam,1.29,0.93,1.29,50,54506,50690.58,54187.0,69901.23,2834.95,19210.649999999994,27.482563611541593,0.9941474333100943,1.3789786978172274,0.93,Large,296.67
1335,17035,PERNOD RICARD USA,1880,The Glenlivet Nadurra 16 Yr,63.99,46.71,72.99,750,1085,50680.35,1162.0,81684.37999999999,916.69,31004.02999999999,37.955885813175044,1.070967741935484,1.6117564302535399,46.71,Medium,-3596.67
1336,660,SAZERAC NORTH AMERICA INC.,8118,Mr Boston Blackberry Brandy,6.99,4.54,5.99,750,11159,50661.86,11081.0,69280.19,8731.26,18618.33,26.87395920825275,0.9930101263554082,1.3675019037990315,4.54,Large,354.12
1337,10754,PERFECTA WINES,10443,Charles Smith Kung Fu Girl R,11.99,6.5,11.99,750,7791,50641.5,7541.0,86163.09,840.57,35521.59,41.2259936360221,0.9679116929790784,1.7014324220254138,6.5,Large,1625.0
1338,1392,CONSTELLATION BRANDS INC,42413,R M Woodbridge Rsl,8.99,5.84,13.99,1500,8670,50632.799999999996,8362.0,84854.38,1868.8500000000001,34221.58000000001,40.32977437346193,0.9644752018454441,1.6758776919309224,5.84,Large,1798.72
1339,9815,WINE GROUP INC,41714,Fish Eye Pnt Grigio,4.99,3.22,4.99,750,15720,50618.4,15667.0,84071.33,1747.38,33452.93,39.79112736767695,0.9966284987277354,1.6608847770771102,3.22,Large,170.66
1340,9165,ULTRA BEVERAGE COMPANY LLP,37821,Frescobaldi Sangiovese Remo,10.99,4.6,6.99,750,11000,50600.0,11171.0,79406.29,1251.8500000000001,28806.289999999994,36.27708837675201,1.0155454545454545,1.5692942687747033,4.6,Large,-786.5999999999999
1341,3252,E & J GALLO WINERY,28890,Peter Vella Wh Znfdl Cal,14.99,9.99,14.99,5000,5063,50579.37,5013.0,75144.87,3759.75,24565.499999999993,32.69085434574575,0.9901244321548489,1.4856822060061246,9.99,Large,499.5
1342,5270,MANGO BOTTLING INC,7917,Tooters Ala-Bama Slama 15 Pk,9.99,6.92,9.99,375,7300,50516.0,6824.0,62041.76,2681.25,11525.760000000002,18.57742269078118,0.9347945205479452,1.228160582785652,6.92,Large,3293.92
1343,17035,PERNOD RICARD USA,8131,Lillet White French Aperiti,17.99,10.38,17.99,750,4853,50374.14,4821.0,86729.79,534.79,36355.649999999994,41.91829589348711,0.9934061405316299,1.7217125691872852,10.379999999999999,Large,332.16
1344,3252,E & J GALLO WINERY,35862,Allegrini Palazzo Della Tor,19.99,13.6,19.99,750,3702,50347.2,3379.0,67061.20999999999,376.2,16714.009999999995,24.923513906176158,0.9127498649378715,1.3319749658372262,13.6,Large,4392.8
1345,653,STATE WINE & SPIRITS,2810,Bib & Tucker Bourbon,59.99,43.74,55.99,750,1151,50344.74,1005.0,56269.950000000004,792.23,5925.210000000006,10.529972036584368,0.8731537793223284,1.1176927321503698,43.739999999999995,Medium,6386.04
1346,4425,MARTIGNETTI COMPANIES,211,Cold River Gin,24.99,19.83,29.99,750,2534,50249.22,2492.0,70184.08,1964.98,19934.86,28.403677871106954,0.9834254143646409,1.3967197898793255,19.830000000000002,Large,832.8599999999999
1347,9819,TREASURY WINE ESTATES,33037,Beringer Fndrs Est Cab Svgn,15.99,10.88,21.99,1500,4615,50211.2,4519.0,82337.81,1008.0500000000001,32126.61,39.018052581189615,0.9791982665222102,1.6398295599388184,10.879999999999999,Large,1044.48
1348,8892,TRINCHERO FAMILY ESTATES,14054,Seaglass Rsl,8.99,6.07,8.99,750,8271,50204.97,8254.0,74203.46,919.11,23998.490000000005,32.341470330359265,0.9979446258009914,1.4780102448024568,6.07,Large,103.19
1349,480,BACARDI USA INC,5230,Bacardi Party Drinks Bahama,12.99,9.92,15.99,1750,5047,50066.240000000005,5047.0,72655.53,9276.59,22589.289999999994,31.090943800148445,1.0,1.4511880660500966,9.920000000000002,Large,0.0
1350,12546,JIM BEAM BRANDS COMPANY,8819,Leroux Blackberry Brandy,6.99,5.1,6.99,750,9810,50031.0,9839.0,73185.61,7751.51,23154.61,31.63820046044571,1.0029561671763507,1.4628052607383422,5.1,Large,-147.89999999999998
1351,3252,E & J GALLO WINERY,17876,Darkhorse Cab Svgn,7.99,5.33,7.99,750,9368,49931.44,9179.0,73340.21,1023.94,23408.770000000004,31.918056956749925,0.9798249359521777,1.468818243575591,5.33,Large,1007.37
1352,7153,PINE STATE TRADING CO,22963,Phillipine de St-Cyrille CdP,24.99,16.55,24.99,750,3014,49881.7,2788.0,70569.12,309.44,20687.42,29.31511686698091,0.9250165892501659,1.4147296503527345,16.55,Large,3740.3
1353,480,BACARDI USA INC,4204,Bacardi Coco Rum,11.99,7.74,9.99,750,6438,49830.119999999995,6521.0,72356.79,5138.1900000000005,22526.67,31.13276583994398,1.012892202547375,1.4520693508263676,7.739999999999999,Large,-642.4200000000001
1354,7153,PINE STATE TRADING CO,25832,Dry Creek Fume Bl Sonoma,11.99,6.53,11.99,750,7630,49823.9,7243.0,78827.57,806.09,29003.670000000006,36.793814651396715,0.9492791612057667,1.5821236394581717,6.53,Large,2527.11
